"Relatório de Faturamento"
Período;"2026-01-01 a 2026-12-31"
"Base temporal";due
Cliente;Todos
Status;Todos

Cliente;Documento;Descrição;Emissão;Vencimento;Status;"Valor Original";Juros;"Valor Atualizado";"Valor Pago"
"Emilly Ferreira Neves Jr.";282.058.198-22;"Quam veritatis distinctio aspernatur.";06/01/2026;06/03/2026;Pago;5.857,12;0,00;5.857,12;4.548,34
"Srta. Hortência Beltrão Teles Jr.";564.389.584-53;"Esse est aut ab.";07/02/2026;06/03/2026;Pago;11.895,52;0,00;11.895,52;14.416,07
"Sr. João Sepúlveda Benez";322.234.286-63;"Delectus nulla corrupti aut tenetur rerum.";18/01/2026;06/03/2026;Pago;18.779,34;0,00;18.779,34;9.756,14
"Dr. Vitor Amaral Vieira Sobrinho";613.965.535-92;"Nemo dolor consectetur culpa.";07/02/2026;06/03/2026;Pago;16.019,27;0,00;16.019,27;17.501,35
"Rogério Solano da Silva Filho";894.933.169-18;"Sed earum quia corporis assumenda.";13/01/2026;06/03/2026;Pago;13.153,05;0,00;13.153,05;14.376,06
"Dr. Eduardo Flores";599.796.988-43;"Quis est officia et praesentium.";26/01/2026;06/03/2026;Pago;3.144,01;0,00;3.144,01;5.890,37
"Louise Sanches Ferminiano";326.437.993-08;"Aut non rem fuga qui.";18/01/2026;06/03/2026;Pago;11.548,00;0,00;11.548,00;9.506,92
"Sra. Vanessa Laís Zaragoça Neto";179.063.501-38;"Voluptas a rerum et.";26/01/2026;06/03/2026;Pago;10.921,34;0,00;10.921,34;6.553,85
"Dr. Emílio Garcia Verdara";741.213.192-64;"Voluptatum consequatur officia id ipsam accusantium.";13/02/2026;06/03/2026;Pago;12.827,12;0,00;12.827,12;17.395,72
"Dr. Natal Saito Leal";306.153.126-80;"Voluptatem dolores minus et.";16/02/2026;06/03/2026;Pago;9.794,75;0,00;9.794,75;14.254,26
"Sra. Tábata Ávila Filho";986.069.768-00;"Molestiae et sit rerum.";05/02/2026;06/03/2026;Pago;18.390,07;0,00;18.390,07;5.312,28
"Dr. Juliano Márcio Salazar";383.844.295-36;"Sed qui quam.";01/02/2026;06/03/2026;Pago;4.187,93;0,00;4.187,93;7.090,59
"Luis William Aragão";963.123.945-84;"Voluptatem nesciunt et et.";04/02/2026;06/03/2026;Pago;18.844,73;0,00;18.844,73;19.653,37
"Dr. Kauan Faria Quintana Sobrinho";462.964.343-27;"Nobis eos in earum est.";14/01/2026;06/03/2026;Pago;19.952,08;0,00;19.952,08;19.324,55
"William de Oliveira Mascarenhas Sobrinho";793.584.468-44;"Officia aliquam repellendus.";12/02/2026;06/03/2026;Pago;5.541,99;0,00;5.541,99;17.580,83
"Helena Jennifer Sales Jr.";635.101.509-29;"Beatae tempora qui et.";15/01/2026;06/03/2026;Pago;2.365,29;0,00;2.365,29;11.512,43
"Sueli Leon Neto";269.553.405-39;"Nisi et esse maxime.";15/01/2026;06/03/2026;Pago;1.344,01;0,00;1.344,01;17.799,53
"Srta. Bia das Neves";791.040.391-13;"Magnam qui harum eos dolorum.";27/01/2026;06/03/2026;Pago;2.801,26;0,00;2.801,26;6.331,14
"Dr. William Arthur Branco";222.371.472-73;"Magnam reiciendis debitis laboriosam non.";07/02/2026;06/03/2026;Pendente;3.301,51;839,33;4.140,84;0,00
"Sra. Rosana Arruda Filho";605.423.331-32;"Cum ducimus qui error.";10/01/2026;06/03/2026;Pendente;6.735,08;658,36;7.393,44;0,00
"Sra. Alessandra Espinoza Filho";252.522.345-98;"Deserunt aperiam saepe quasi.";06/02/2026;06/03/2026;Pendente;17.990,85;7.354,26;25.345,11;0,00
"Dr. Igor Queirós";894.854.290-32;"Eos inventore dicta.";09/01/2026;06/03/2026;Pendente;2.687,59;1.389,63;4.077,22;0,00
"Júlio Guilherme Benites";758.597.948-93;"Ut et a autem.";06/02/2026;06/03/2026;Pendente;3.902,97;764,72;4.667,69;0,00
"Benjamin Azevedo";276.278.369-26;"Dicta maxime et quis harum.";18/01/2026;06/03/2026;Pendente;1.332,09;895,20;2.227,29;0,00
"Amélia Bezerra Ortiz Jr.";581.561.847-15;"Odio reiciendis vitae quod quisquam.";08/02/2026;06/03/2026;Pendente;9.942,33;7.526,54;17.468,87;0,00
"Miguel Flores Grego";906.573.157-79;"Adipisci ex enim vel.";07/02/2026;06/03/2026;Pendente;12.736,72;3.495,02;16.231,74;0,00
"Dr. Paulo Diego Queirós Jr.";775.030.519-24;"Perferendis et rerum qui ab sint.";14/01/2026;06/03/2026;Pendente;12.254,39;10.129,59;22.383,98;0,00
"Josué Santana Furtado Jr.";432.432.113-44;"Recusandae non laborum placeat alias omnis.";16/01/2026;06/03/2026;Pendente;3.250,03;1.323,60;4.573,63;0,00
"Wesley Ferreira Delvalle";362.124.970-44;"Doloremque tenetur aliquam.";28/01/2026;06/03/2026;Pendente;9.443,64;1.913,21;11.356,85;0,00
"Sra. Lívia Ana Soto Filho";272.657.076-16;"Tempore id est.";25/01/2026;06/03/2026;Pendente;10.663,02;4.612,05;15.275,07;0,00
"Sr. Ricardo Fábio Corona Jr.";373.498.939-19;"Quia sunt quod nihil officia.";28/01/2026;06/03/2026;Pendente;14.414,84;1.906,33;16.321,17;0,00
"Srta. Norma Andréa Soto";323.824.954-35;"Quis saepe debitis non.";08/02/2026;06/03/2026;Pendente;3.467,11;886,23;4.353,34;0,00
"Sr. Joaquin Corona Martines Neto";318.752.196-52;"Excepturi ad dolores ut nulla.";15/02/2026;06/03/2026;Pendente;2.328,14;331,64;2.659,78;0,00
"Christian Emerson Serna";179.946.768-96;"Minima laudantium recusandae officia voluptatem veritatis.";07/02/2026;06/03/2026;Pendente;6.965,57;4.002,07;10.967,64;0,00
"Sr. Ivan Rocha Padrão Jr.";543.727.904-17;"Et et qui nihil itaque.";03/02/2026;06/03/2026;Pendente;5.879,16;5.310,82;11.189,98;0,00
"Sra. Stephanie Pérola Rodrigues Sobrinho";809.386.414-11;"Alias maxime omnis.";02/02/2026;06/03/2026;Pendente;12.011,89;6.317,94;18.329,83;0,00
"Paloma Michelle Queirós";412.575.596-27;"Perferendis voluptas qui ipsum illo quam.";18/02/2026;06/03/2026;Pendente;12.656,79;4.858,37;17.515,16;0,00
"Evandro Solano Salas Jr.";841.753.238-15;"Aperiam quis nam.";16/02/2026;06/03/2026;Pendente;3.920,86;1.064,93;4.985,79;0,00
"Mirella Yasmin Galhardo";087.853.646-40;"Ad harum facilis quis officia.";15/01/2026;06/03/2026;Pendente;2.295,64;737,66;3.033,30;0,00
"Mary Daniella Sales";909.314.004-89;"Et tempora nobis modi exercitationem.";05/02/2026;06/03/2026;Pendente;17.740,52;2.939,26;20.679,78;0,00
"Analu Vega Jr.";624.953.596-79;"Voluptatem ut quis asperiores quis.";10/02/2026;06/03/2026;Pendente;16.726,65;14.849,53;31.576,18;0,00
"Agostinho Heitor Cruz";734.342.766-27;"Quis dolor in.";05/02/2026;06/03/2026;Pendente;579,71;352,09;931,80;0,00
"Michele Assunção Sobrinho";554.176.476-95;"Praesentium exercitationem reprehenderit aut deserunt.";06/01/2026;06/03/2026;Pendente;5.893,83;4.221,91;10.115,74;0,00
"Sr. Márcio Marinho";827.744.959-74;"Voluptas est dolorem cupiditate modi ut.";13/01/2026;06/03/2026;Pendente;19.000,07;5.080,94;24.081,01;0,00
"Mayara Elisa Barreto";547.321.071-16;"Voluptas quos excepturi tempora impedit.";11/01/2026;06/03/2026;Pendente;16.277,99;7.868,76;24.146,75;0,00
"Isadora Mary Alves";839.900.991-39;"Sunt quam qui rerum.";23/01/2026;06/03/2026;Pendente;18.285,97;2.244,64;20.530,61;0,00
"Sra. Mia Pontes Gomes Jr.";254.353.316-16;"Architecto recusandae doloremque minus culpa eius.";18/01/2026;06/03/2026;Pendente;8.711,32;1.712,61;10.423,93;0,00
"Vinícius Zaragoça das Neves";658.935.268-56;"Beatae illum quisquam mollitia at cum.";14/01/2026;06/03/2026;Pendente;1.915,64;1.436,21;3.351,85;0,00
"Larissa Miranda Brito";393.816.982-23;"Adipisci sint reiciendis esse suscipit.";13/02/2026;06/03/2026;Pendente;15.897,95;3.178,39;19.076,34;0,00
"Mauro Vicente Feliciano Sobrinho";619.731.722-55;"Quae earum perspiciatis expedita explicabo aspernatur.";18/02/2026;06/03/2026;Pendente;1.984,07;460,83;2.444,90;0,00
"Patrícia Fernanda Azevedo Neto";568.345.380-39;"Id dolores molestiae consequuntur.";07/02/2026;06/03/2026;Pendente;14.214,72;1.852,79;16.067,51;0,00
"Mauro Ortega Neto";383.789.945-50;"Commodi cum officia esse atque.";22/01/2026;06/03/2026;Pendente;16.662,58;8.575,08;25.237,66;0,00
"Moisés Aranda Sanches Jr.";095.751.463-62;"Est eveniet id.";15/02/2026;06/03/2026;Pendente;12.399,48;7.446,89;19.846,37;0,00
"Violeta Taís Delvalle Filho";521.979.062-31;"In similique sunt veritatis molestiae earum.";16/01/2026;06/03/2026;Pendente;16.798,58;11.025,17;27.823,75;0,00
"Isabel Medina";201.041.532-00;"Ut qui ea tempore illo.";04/02/2026;06/03/2026;Pendente;17.790,52;15.297,25;33.087,77;0,00
"Sra. Naomi Padilha Filho";710.616.865-52;"Deleniti adipisci laudantium.";12/01/2026;06/03/2026;Pendente;7.518,08;3.374,13;10.892,21;0,00
"Allan Rangel Faro Filho";778.781.933-99;"Maiores aliquid sequi eaque aut adipisci.";13/01/2026;06/03/2026;Pendente;7.946,52;4.166,75;12.113,27;0,00
"Srta. Jennifer Vasques de Aguiar Filho";333.069.591-29;"Dignissimos sunt ducimus earum.";14/02/2026;06/03/2026;Pendente;18.648,06;16.070,32;34.718,38;0,00
"Dr. Kauan Quintana Filho";140.028.535-67;"Sit adipisci expedita eligendi.";28/01/2026;06/03/2026;Pendente;8.045,55;5.406,85;13.452,40;0,00
"Maximiano Abreu Filho";765.316.880-50;"Dolorum voluptas aut et rem.";10/02/2026;06/03/2026;Pendente;3.510,70;1.611,25;5.121,95;0,00
"Gean Emanuel Delvalle Filho";051.369.486-52;"Asperiores necessitatibus incidunt est incidunt.";10/01/2026;06/03/2026;Pendente;14.971,49;1.547,10;16.518,59;0,00
"Srta. Ornela Galhardo";678.386.122-22;"Tempora eos sit libero.";29/01/2026;06/03/2026;Pendente;8.752,28;3.209,46;11.961,74;0,00
"Srta. Márcia Mia Rodrigues Jr.";954.434.128-31;"Incidunt voluptas assumenda cupiditate.";01/02/2026;06/03/2026;Pendente;9.520,23;1.877,97;11.398,20;0,00
"Dr. Viviane Paz Neto";766.569.890-01;"Eos suscipit aut et.";31/01/2026;06/03/2026;Pendente;7.783,72;2.750,74;10.534,46;0,00
"Denise Mayara Zaragoça";340.724.966-40;"Dolore voluptatem fugiat natus.";28/01/2026;06/03/2026;Pendente;13.587,21;10.976,20;24.563,41;0,00
"Simão Arruda Neto";640.619.006-36;"Nulla sit qui sit vel error.";15/02/2026;06/03/2026;Pendente;13.664,86;1.050,33;14.715,19;0,00
"Sr. Luis Escobar";009.042.862-11;"Omnis atque quae quis harum.";08/02/2026;06/03/2026;Pendente;13.778,61;5.330,34;19.108,95;0,00
"Sr. Jean Fonseca";356.822.446-76;"Non sequi voluptate ex quo aut.";15/01/2026;06/03/2026;Pendente;5.227,30;408,17;5.635,47;0,00
"Dr. Horácio Fernandes Ramires Filho";937.288.165-06;"Ad nostrum harum minus.";16/01/2026;06/03/2026;Pendente;16.353,15;5.066,61;21.419,76;0,00
"Sra. Letícia Padrão Sobrinho";205.583.340-32;"Unde qui in.";20/01/2026;06/03/2026;Pendente;12.040,75;1.021,19;13.061,94;0,00
"Paola Pacheco Dominato";210.521.410-87;"Maiores ut dolore amet repudiandae.";12/01/2026;06/03/2026;Pendente;14.517,08;8.413,54;22.930,62;0,00
"Bernardo Heitor Ferraz";929.777.351-38;"Fuga aut et et repellendus.";26/01/2026;06/03/2026;Pendente;9.080,30;6.150,05;15.230,35;0,00
"Alexa Aranda Jr.";947.218.525-14;"Nisi vitae maiores cumque.";12/01/2026;06/03/2026;Pendente;7.461,63;5.093,12;12.554,75;0,00
"Bianca Nathalia Fonseca";101.265.627-61;"Hic quis sint sunt distinctio.";11/02/2026;06/03/2026;Pendente;14.537,39;1.152,87;15.690,26;0,00
"Dr. Isis Cynthia Santacruz";497.500.409-93;"Aut ut aliquam natus earum.";06/02/2026;06/03/2026;Pendente;7.883,81;3.452,60;11.336,41;0,00
"Sr. Ronaldo Ronaldo Lovato Jr.";337.072.301-59;"Sapiente et minus qui.";10/02/2026;06/03/2026;Pendente;11.162,67;8.328,38;19.491,05;0,00
"Manuela Assunção Fonseca";417.419.844-85;"Veniam enim aliquid.";25/01/2026;06/03/2026;Pendente;16.414,29;14.255,53;30.669,82;0,00
"Hugo Toledo Pedrosa";943.320.350-87;"Optio optio ea amet fugit minima.";23/01/2026;06/03/2026;Pendente;11.259,20;3.577,33;14.836,53;0,00
"Sr. Flávio Inácio Grego";947.163.379-40;"Facilis consequuntur harum saepe fuga.";24/01/2026;06/03/2026;Pendente;1.821,78;570,97;2.392,75;0,00
"Karina Bittencourt Tamoio Filho";426.286.774-79;"Ex incidunt ab aspernatur.";16/01/2026;06/03/2026;Pendente;12.755,37;3.544,86;16.300,23;0,00
"Sra. Léia Saito Urias";178.156.292-62;"Aut at dolorum labore rerum.";04/02/2026;06/03/2026;Pendente;6.913,12;1.511,93;8.425,05;0,00
"Mauro Fontes";553.248.504-38;"Iure assumenda accusantium aliquid.";12/02/2026;06/03/2026;Pendente;5.208,65;1.241,80;6.450,45;0,00
"Sra. Melina Carla Batista Jr.";598.173.246-87;"Minus sed quis qui qui.";31/01/2026;06/03/2026;Pendente;15.964,63;3.686,32;19.650,95;0,00
"Dr. Eloah Vale Sobrinho";385.094.823-36;"Error voluptatem itaque ut praesentium laudantium.";15/01/2026;06/03/2026;Pendente;10.364,88;4.221,17;14.586,05;0,00
"Dr. Alexandre Galhardo Neto";081.401.961-32;"Velit corrupti nesciunt fugit.";27/01/2026;06/03/2026;Pendente;6.818,78;3.525,69;10.344,47;0,00
"Renata Ferraz Jr.";702.304.505-25;"Voluptatem qui natus.";13/01/2026;06/03/2026;Pendente;16.385,54;9.223,58;25.609,12;0,00
"Sr. Afonso Ferraz";055.746.026-16;"Ad nesciunt voluptatem eum sed.";04/02/2026;06/03/2026;Pendente;16.548,48;13.851,15;30.399,63;0,00
"Sr. Joaquim Soares";268.006.414-93;"Impedit eum doloribus doloremque consequatur aliquam.";18/01/2026;06/03/2026;Pendente;8.807,68;774,03;9.581,71;0,00
"Marina Corona";862.039.015-24;"Quia voluptate voluptas accusantium sit.";21/01/2026;06/03/2026;Pendente;6.664,54;4.019,51;10.684,05;0,00
"Pâmela Prado Sobrinho";686.393.742-63;"Incidunt voluptatum accusantium.";11/02/2026;06/03/2026;Pendente;6.897,40;5.488,36;12.385,76;0,00
"William Furtado Rezende";485.760.144-13;"Est sint dolores ea voluptatem.";19/02/2026;06/03/2026;Pendente;5.729,13;4.730,35;10.459,48;0,00
"Dr. César Queirós";569.105.920-26;"Expedita ratione nobis.";22/01/2026;06/03/2026;Pendente;15.321,39;9.949,26;25.270,65;0,00
"Daniella Lovato de Aguiar Neto";661.967.329-21;"Ipsa non tempore molestiae aut dicta.";22/01/2026;06/03/2026;Pendente;5.286,45;817,61;6.104,06;0,00
"Sr. Kevin Eric Sepúlveda Sobrinho";859.672.000-42;"Neque quidem quis.";02/02/2026;06/03/2026;Pendente;18.472,49;10.002,49;28.474,98;0,00
"Sr. Ricardo Fábio Corona Jr.";373.498.939-19;"Autem rerum ipsam.";31/01/2026;06/03/2026;Pendente;19.171,07;7.836,71;27.007,78;0,00
"Sr. Cauan Ramos Furtado Neto";474.325.057-28;"Voluptate labore necessitatibus totam rerum enim.";07/02/2026;06/03/2026;Pendente;10.214,09;2.953,75;13.167,84;0,00
"Srta. Heloise Allison Vieira";554.439.666-68;"Vero consequatur voluptas doloremque eos mollitia.";16/01/2026;06/03/2026;Pendente;7.207,30;1.542,27;8.749,57;0,00
"Paloma Michelle Queirós";412.575.596-27;"Debitis ipsa consectetur distinctio quae explicabo.";19/01/2026;06/03/2026;Pendente;3.633,63;375,49;4.009,12;0,00
"Dr. Maitê Valência Filho";870.158.803-75;"Enim rerum tempora suscipit.";28/01/2026;06/03/2026;Pendente;11.580,18;8.671,45;20.251,63;0,00
"Srta. Thalissa Soto Sobrinho";806.819.180-95;"Itaque quis voluptates iste.";04/02/2026;06/03/2026;Pendente;8.183,80;7.265,39;15.449,19;0,00
"Sra. Tatiane Raissa Bittencourt";584.093.357-85;"Praesentium qui atque quaerat.";26/01/2026;06/03/2026;Pendente;13.686,64;1.491,08;15.177,72;0,00
"Sra. Isabelly Quintana Verdara Jr.";353.697.358-69;"Deserunt reprehenderit sint.";19/02/2026;06/03/2026;Pendente;8.105,49;5.806,19;13.911,68;0,00
"Sr. Leonardo Pacheco Feliciano";885.571.178-14;"Eos in aut quis qui.";11/01/2026;06/03/2026;Pendente;4.345,29;341,95;4.687,24;0,00
"Sra. Cynthia Duarte Corona";756.887.064-06;"Eius esse debitis quo.";18/01/2026;06/03/2026;Pendente;8.211,75;4.153,24;12.364,99;0,00
"Dr. Juliano Márcio Salazar";383.844.295-36;"Beatae voluptas dolorum quas sit corporis.";26/01/2026;06/03/2026;Pendente;12.796,51;3.200,21;15.996,72;0,00
"Srta. Dirce Valente Sobrinho";576.763.099-26;"Et est autem deleniti enim ut.";09/02/2026;06/03/2026;Pendente;15.499,23;3.568,31;19.067,54;0,00
"Jennifer Manuela Rios";173.358.933-68;"Est cum quo.";19/02/2026;06/03/2026;Pendente;14.259,28;10.316,66;24.575,94;0,00
"Luciana Lutero";614.593.347-51;"Dolor ut ducimus eum.";05/01/2026;06/03/2026;Pendente;15.735,46;13.908,65;29.644,11;0,00
"Mário das Dores";892.949.529-38;"Et magni repellendus voluptatem voluptatem.";10/01/2026;06/03/2026;Pendente;3.618,27;1.982,99;5.601,26;0,00
"Sônia Paulina Pereira";918.446.043-31;"Ducimus eius in a quam doloremque.";17/02/2026;07/03/2026;Pendente;10.212,33;5.724,03;15.936,36;0,00
"Alessandra Salgado Jr.";800.371.576-63;"Animi ea necessitatibus.";21/01/2026;07/03/2026;Pendente;4.703,74;3.465,93;8.169,67;0,00
"Nathalia Feliciano Sobrinho";547.454.621-26;"Quia aliquid et dolores sit repellendus.";12/02/2026;07/03/2026;Pendente;4.157,99;419,35;4.577,34;0,00
"Nathalia Grego";341.284.786-18;"Modi sed error.";08/02/2026;07/03/2026;Pendente;18.917,21;14.832,88;33.750,09;0,00
"Gisela Rodrigues Neto";525.036.797-16;"Soluta sequi molestiae quos.";17/01/2026;07/03/2026;Pendente;17.686,91;10.205,84;27.892,75;0,00
"Sr. Daniel Leon";600.070.853-77;"Non sed rerum vel.";09/02/2026;07/03/2026;Pendente;11.214,10;3.700,32;14.914,42;0,00
"Dr. Igor Reis Galhardo";528.995.015-90;"Quo rem qui quia maxime.";01/02/2026;07/03/2026;Pendente;12.882,28;1.109,51;13.991,79;0,00
"Sra. Suelen Adriele Guerra Filho";957.624.277-19;"Qui maiores est.";13/02/2026;07/03/2026;Pendente;1.597,08;502,92;2.100,00;0,00
"Srta. Thalissa Soto Sobrinho";806.819.180-95;"Ipsa eum natus modi praesentium.";06/01/2026;07/03/2026;Pendente;12.587,25;3.695,76;16.283,01;0,00
"Hernani Enzo Lutero";297.657.530-34;"Necessitatibus fugit accusantium molestiae eum voluptate.";13/01/2026;07/03/2026;Pendente;6.160,87;883,92;7.044,79;0,00
"Caio da Cruz Leal Jr.";903.998.138-18;"Ducimus voluptatem voluptatibus ratione iure ea.";29/01/2026;07/03/2026;Pendente;6.370,82;1.906,53;8.277,35;0,00
"Mariana da Silva Ortiz";375.470.603-11;"Quis ipsum eveniet.";06/02/2026;07/03/2026;Pendente;18.943,77;15.396,79;34.340,56;0,00
"Srta. Luara Sandra Torres";929.659.042-02;"Velit non ipsam voluptatem accusamus.";21/01/2026;07/03/2026;Pendente;16.878,70;13.405,47;30.284,17;0,00
"Thiago Bonilha Brito";706.138.485-54;"Rerum fugiat provident tempora.";18/02/2026;07/03/2026;Pendente;3.493,66;2.124,08;5.617,74;0,00
"Adriele Aragão Cervantes Sobrinho";731.498.349-55;"Quia non libero modi.";15/01/2026;07/03/2026;Pendente;14.829,52;3.674,45;18.503,97;0,00
"Sra. Nádia Vega Jimenes";291.346.587-13;"Quae excepturi qui sit.";14/01/2026;07/03/2026;Pendente;10.161,00;6.584,52;16.745,52;0,00
"Jean Galvão Santos";708.625.217-70;"Praesentium et odit porro ratione.";01/02/2026;07/03/2026;Pendente;19.233,86;9.735,78;28.969,64;0,00
"Melissa Ohana Ortiz Neto";015.429.848-37;"Ea veniam accusamus.";15/02/2026;07/03/2026;Pendente;9.931,42;1.699,47;11.630,89;0,00
"Dr. Natal Verdugo";155.526.211-78;"Autem maiores laborum adipisci aut vel.";17/02/2026;07/03/2026;Pendente;18.847,19;11.094,98;29.942,17;0,00
"Dr. Stephany Jéssica Bonilha Jr.";485.413.139-86;"Omnis occaecati maiores velit.";22/01/2026;07/03/2026;Pendente;12.466,13;9.705,99;22.172,12;0,00
"Jaqueline Valência Leal Sobrinho";045.886.499-53;"Dolor sed labore pariatur.";09/02/2026;07/03/2026;Pendente;10.898,39;668,57;11.566,96;0,00
"Sra. Nádia Vega Jimenes";291.346.587-13;"Delectus sunt voluptatem est.";18/02/2026;07/03/2026;Pendente;13.925,80;1.672,74;15.598,54;0,00
"Dr. Théo Torres Bezerra";891.799.152-34;"Dolore nam voluptates saepe.";11/01/2026;07/03/2026;Pendente;5.241,72;3.423,83;8.665,55;0,00
"Sophie Adriana Batista Filho";987.471.560-12;"Quas beatae odio.";09/02/2026;07/03/2026;Pendente;18.993,86;9.251,98;28.245,84;0,00
"Mônica Fernanda Esteves Neto";903.162.739-44;"Consequatur fugit neque ipsum.";24/01/2026;07/03/2026;Pendente;2.307,30;176,28;2.483,58;0,00
"Sra. Cynthia Duarte Corona";756.887.064-06;"Mollitia magni deserunt enim.";29/01/2026;07/03/2026;Pendente;17.129,35;10.762,78;27.892,13;0,00
"Dr. Davi Ortega Sobrinho";099.366.841-90;"Nihil et qui et deserunt.";27/01/2026;07/03/2026;Pendente;4.209,91;2.699,17;6.909,08;0,00
"Dr. Daiana Pereira de Aguiar Filho";990.792.826-01;"Deleniti perspiciatis consequatur harum laboriosam.";17/02/2026;07/03/2026;Pendente;6.633,21;888,57;7.521,78;0,00
"Paulo Salgado Sobrinho";367.973.476-55;"Consequatur labore quos aut velit.";22/01/2026;07/03/2026;Pendente;17.923,04;6.673,46;24.596,50;0,00
"Dr. Natália Gomes";029.241.111-85;"Qui omnis ex suscipit occaecati.";23/01/2026;07/03/2026;Pendente;11.058,89;8.019,86;19.078,75;0,00
"Srta. Alma Esteves Sobrinho";861.483.216-41;"Saepe ab quam natus.";11/02/2026;07/03/2026;Pendente;19.126,97;1.952,63;21.079,60;0,00
"Agatha Cristina Amaral Neto";801.618.190-20;"Dignissimos consequatur illum modi et quasi.";20/02/2026;07/03/2026;Pendente;16.725,45;1.852,54;18.577,99;0,00
"Dr. Moisés George Ramos Jr.";269.912.724-40;"Dolorem rerum mollitia at.";08/02/2026;07/03/2026;Pendente;6.557,39;1.259,35;7.816,74;0,00
"Dr. Juliane Abreu";450.259.829-47;"Temporibus est labore in id eos.";13/02/2026;07/03/2026;Pendente;1.444,98;149,30;1.594,28;0,00
"Gilberto Aranda Serrano";330.816.567-14;"A est alias sint sapiente.";08/02/2026;07/03/2026;Pendente;5.426,18;2.930,39;8.356,57;0,00
"Felipe Salas Neto";145.444.448-12;"Ad voluptas ut.";06/02/2026;07/03/2026;Pendente;12.431,23;10.878,14;23.309,37;0,00
"Raissa Louise Roque Filho";161.125.947-58;"Eos reprehenderit voluptatum magnam earum.";16/01/2026;07/03/2026;Pendente;10.485,91;1.571,36;12.057,27;0,00
"Dr. Miguel da Rosa";933.638.827-83;"Eos quidem omnis omnis et.";12/01/2026;07/03/2026;Pendente;18.859,65;5.524,12;24.383,77;0,00
"Sr. Giovane Marés Gil";569.136.329-99;"Accusantium dicta temporibus deserunt.";08/01/2026;07/03/2026;Pendente;3.062,40;187,87;3.250,27;0,00
"Emanuelly das Neves Neto";911.637.939-87;"Molestiae voluptatem quod officiis nisi vitae.";31/01/2026;07/03/2026;Pendente;15.761,07;4.362,46;20.123,53;0,00
"Sr. Heitor Santacruz";290.269.593-51;"Dolorem maiores nisi ipsum odio autem.";23/01/2026;07/03/2026;Pendente;10.390,58;3.413,61;13.804,19;0,00
"Ícaro Toledo Chaves";355.168.448-84;"Et molestias animi consectetur necessitatibus veniam.";24/01/2026;07/03/2026;Pendente;19.894,89;11.878,21;31.773,10;0,00
"Marisa Manuela Pena";779.433.381-64;"Numquam maxime vel ipsum sit aperiam.";27/01/2026;07/03/2026;Pendente;16.275,26;12.271,35;28.546,61;0,00
"Sra. Alessandra Espinoza Filho";252.522.345-98;"Deserunt dolores tenetur vel.";12/02/2026;07/03/2026;Pendente;1.028,60;627,97;1.656,57;0,00
"Augusto Nicolas Lutero";039.715.966-51;"Neque molestiae inventore voluptas autem.";08/02/2026;07/03/2026;Pendente;5.345,08;4.464,31;9.809,39;0,00
